name,salary_from,salary_to,salary_currency,area_name,published_at
Программист 1C,,160000,RUR,,2022-12-22T07:30:06+0300
Инженер по эксплуатации и безопасности дорожного движения,,,,Ростов,2022-12-22T07:58:01+0300
Системный аналитик,,,,,2022-12-22T07:22:06+0300
Project Manager,,,,,2022-12-22T07:41:57+0300
Программист 1C,,160000,RUR,,2022-12-22T07:30:06+0300
Наладчик оборудования (без опыта работы),40000,,RUR,Берёзовский,2022-12-22T07:16:25+0300
Технический специалист по ЛКМ,,,,,2022-12-22T07:24:12+0300
Аналитик-разработчик,,,,,2022-12-22T07:26:17+0300
Оператор станков с ПУ (5 - 6 разряд),100000,100000,RUR,Пермь,2022-12-22T07:58:35+0300
Системный аналитик,,,,,2022-12-22T07:22:02+0300
Копирайтер (написание продающих текстов),,,,Улан-Удэ,2022-12-22T07:05:24+0300
Фрезеровщик,30000,,RUR,Анжеро-Судженск,2022-12-22T07:53:39+0300
Старший системный администратор,60000,65000,RUR,,2022-12-22T07:41:00+0300
Начальник службы АСУТП и информационно-технического обеспечения,100000,,RUR,Северск,2022-12-22T07:29:54+0300
Специалист по защите информации,60000,60000,RUR,Сургут,2022-12-22T07:52:38+0300
Инженер по обслуживанию POS-терминалов,,,,,2022-12-22T07:37:56+0300
Аналитик хоккейных матчей,,,,,2022-12-22T07:25:56+0300
Техник связи,55000,,RUR,Полевской городской округ,2022-12-22T07:51:30+0300
Токарь,30000,,RUR,Анжеро-Судженск,2022-12-22T07:59:22+0300
Продакт-менеджер,,,,Томск,2022-12-22T07:47:15+0300
Главный специалист,19000,24000,RUR,,2022-12-22T07:08:38+0300
Junior/Middle back-end developer,,,,Ташкент,2022-12-22T08:13:24+0300
Frontend-разработчик,,,,Ташкент,2022-12-22T08:02:48+0300
Оператор сканирования,25000,,RUR,,2022-12-22T08:23:13+0300
Frontend-разработчик,,,,,2022-12-22T08:51:49+0300
Frontend-разработчик,,,,,2022-12-22T08:51:01+0300
"Middle/Senior Frontend-разработчик (React, TypeScript, JavaScript, Web)",100000,,RUR,Челябинск,2022-12-22T08:45:14+0300
Графический дизайнер,,,,Москва,2022-12-22T08:14:56+0300
Java Developer,,,,,2022-12-22T08:50:28+0300
Product manager,1500000,,KZT,,2022-12-22T08:35:57+0300
Специалист технической поддержки (удаленно),30000,,RUR,,2022-12-22T08:50:59+0300
Системный администратор,60000,,RUR,Ростов-на-Дону,2022-12-22T08:47:55+0300
Техник,35000,35000,RUR,Сургут,2022-12-22T08:41:42+0300
Java Developer,,,,,2022-12-22T08:50:06+0300
Стажер (финансы+ИТ),,,,,2022-12-22T08:26:14+0300
Эксперт поддержки (удалённо),48000,,RUR,,2022-12-22T08:31:47+0300
Java программист,100000,,RUR,Самара,2022-12-22T08:02:57+0300
Руководитель IT отдела (Автосалон),,,,Екатеринбург,2022-12-22T08:51:13+0300
Инженер-наладчик (Механик),50000,,RUR,Воронеж,2022-12-22T08:57:19+0300
Менеджер по обработке заказов,30000,,RUR,Барнаул,2022-12-22T08:37:13+0300
Руководитель ИТ-отдела,,,,,2022-12-22T08:55:53+0300
Слесарь-сборщик РЭА и приборов,55000,,RUR,Екатеринбург,2022-12-22T08:31:16+0300
Координатор проектов группы развития ИТ,,800000,KZT,Алматы,2022-12-22T08:19:46+0300
Программист Python,120000,,RUR,Санкт-Петербург,2022-12-22T08:28:13+0300
Системный администратор,350000,500000,KZT,Нур-Султан (Астана),2022-12-22T08:10:13+0300
Копирайтер-переводчик английский язык (удаленно),35000,50000,RUR,,2022-12-22T08:32:09+0300
Программист ЧПУ,100000,120000,RUR,Новосибирск,2022-12-22T08:48:10+0300
Руководитель аналитического центра (Head of Analytics),,,,Санкт-Петербург,2022-12-22T08:44:38+0300
Журналист,30000,,RUR,,2022-12-22T08:46:39+0300
Графический дизайнер,,,,Алматы,2022-12-22T08:21:33+0300
Оператор станков с ЧПУ,80000,100000,RUR,Новосибирск,2022-12-22T08:45:28+0300
Наладчик оборудования,50000,50000,RUR,Красноярск,2022-12-22T08:15:00+0300
DevOps engineer,,,,Астана,2022-12-22T08:10:17+0300
Главный инженер,,,,Екатеринбург,2022-12-22T08:29:18+0300
Оператор станков с ЧПУ (трубопроводное производство),48000,,RUR,Нижний Новгород,2022-12-22T08:59:16+0300
"Менеджер по работе с клиентами (Информационные технологии, с уже имеющимися клиентами)",40000,,RUR,Барнаул,2022-12-22T08:47:29+0300
Data analyst CVM / Аналитик данных CVM,,,,,2022-12-22T08:48:05+0300
Специалист по работе с данными,250000,350000,KZT,Алматы,2022-12-22T08:49:10+0300
Эксперт поддержки (удалённо),57600,,RUR,,2022-12-22T08:37:07+0300
Старший специалист отдела внедрения,60000,80000,RUR,Новосибирск,2022-12-22T08:43:50+0300
Технический консультант/специалист по биотехнологии,150000,,KZT,Астана,2022-12-22T08:29:35+0300
Дизайнер / Верстальщик (ритейлер на Ozon и Wildberries),30000,45000,RUR,Нижний Новгород,2022-12-22T08:27:16+0300
Аналитик ресурсов на тему разработки,,65000,RUR,,2022-12-22T08:54:28+0300
Механик,,,,Уфа,2022-12-22T08:09:35+0300
Руководитель ИТ-проектов,,,,Москва,2022-12-22T08:43:47+0300
Ведущий программист-консультант 1С (УДАЛЕННО),300000,,RUR,Москва,2022-12-22T08:49:44+0300
Наладчик КИПиА,47500,,RUR,Самара,2022-12-22T08:55:43+0300
Специалист по бизнес-процессам/ бизнес-аналитик (удаленно),60000,80000,RUR,,2022-12-22T08:56:25+0300
Руководитель офиса управления НИОКР,,,,Санкт-Петербург,2022-12-22T08:47:49+0300
Android / iOS и PHP (laravel) разработчик,50000,200000,KGS,,2022-12-22T08:53:58+0300
Инженер по КИПиА,50000,,RUR,,2022-12-22T08:48:17+0300
Frontend Developer (Angular) Jun+/Middle,,,,Екатеринбург,2022-12-22T08:11:49+0300
Эксперт поддержки,57600,,RUR,Сочи,2022-12-22T08:33:10+0300
Руководитель сервисного центра,100000,,RUR,Набережные Челны,2022-12-22T08:18:27+0300
Директор по информационным технологиям / IT Директор,180000,250000,RUR,Екатеринбург,2022-12-22T08:56:32+0300
Эксперт поддержки (Удалённо),48000,,RUR,,2022-12-22T08:36:38+0300
Технический специалист,4000000,5000000,UZS,Ташкент,2022-12-22T08:44:21+0300
Механик по ремонту,143000,147000,RUR,,2022-12-22T08:06:07+0300
Токарь-универсал,,,,Уфа,2022-12-22T08:39:16+0300
Инженер по описанию и моделированию бизнес-процессов (группа СМК),,,,Пермь,2022-12-22T08:09:21+0300
Начальник автоколонны,60000,,RUR,село Усады,2022-12-22T08:57:18+0300
Монтажник связи,,,,,2022-12-22T08:36:32+0300
Инженер по информационным технологиям,,,,,2022-12-22T08:04:31+0300
Оператор листогибочного пресса,65000,75000,RUR,Москва,2022-12-22T08:57:57+0300
Механик по транспорту,350000,,KZT,Павлодар,2022-12-22T08:15:07+0300
Старший системный инженер,,,,,2022-12-22T08:17:14+0300
Программист-стажер 1С (junior),100000,,RUR,Москва,2022-12-22T08:55:59+0300
Инженер по автоматизированным системам управления на производстве,,,,посёлок Деревянка,2022-12-22T08:42:07+0300
Механик по ремонту,143000,147000,RUR,,2022-12-22T08:06:03+0300
Механик по ремонту,143000,147000,RUR,,2022-12-22T08:05:52+0300
Оператор станка с ЧПУ,40000,,RUR,Томск,2022-12-22T08:12:37+0300
Менеджер проектов в ИТ компанию,30000,,RUR,Челябинск,2022-12-22T08:00:54+0300
Аналитик ресурсов на тему разработки,,65000,RUR,,2022-12-22T08:54:31+0300
Механик на производство,45000,,RUR,,2022-12-22T08:20:13+0300
Инженер-механик,50000,55000,RUR,,2022-12-22T08:32:41+0300
Техник,55000,,RUR,,2022-12-22T08:31:55+0300
Системный аналитик,65000,,RUR,Ростов-на-Дону,2022-12-22T08:57:29+0300
Программист С#,,,,,2022-12-22T08:10:28+0300
Программист/разработчик ABAP,,,,,2022-12-22T08:46:55+0300
Бизнес-аналитик (Екатеринбург),,,,,2022-12-22T08:36:02+0300
Инженер по информационным технологиям,,,,,2022-12-22T08:04:31+0300
Арт-директор,,,,Екатеринбург,2022-12-22T08:28:59+0300
Руководитель проекта CRM Битрикс24,120000,120000,RUR,,2022-12-22T08:21:51+0300
Менеджер проекта по НИОКР (разработка систем авиационного назначения),,,,Санкт-Петербург,2022-12-22T08:55:38+0300
Системный администратор,150000,150000,RUR,Москва,2022-12-22T08:32:22+0300
Художник-дизайнер,44000,,RUR,Ярославль,2022-12-22T08:10:07+0300
Технический директор проектной организации,90000,120000,RUR,Сочи,2022-12-22T08:25:34+0300
Механик по выпуску автотранспорта,50000,,RUR,Екатеринбург,2022-12-22T08:31:21+0300
